ip,day,hour,ip_day_hour_channel_0
6887,10,4,1
6899,10,4,1
6903,10,4,4
6905,10,4,10
6908,10,4,12
6911,6,16,2
6911,10,4,4
6913,10,4,1
6922,10,4,3
6931,10,4,4
6934,10,4,7
6942,6,16,2
6943,10,4,8
6950,6,16,1
6952,10,4,7
6954,6,16,1
6956,10,4,7
6959,6,16,7
6971,10,4,11
6982,10,4,1
6993,10,4,1
7002,10,4,1
7006,6,16,7
7011,6,16,6
7018,10,4,6
7020,10,4,7
7021,6,16,6
7029,6,16,6
7030,6,16,12
7030,10,4,1
7032,6,16,3
7043,6,16,1
7043,10,4,1
7047,10,4,1
7050,10,4,7
7051,10,4,3
7056,10,4,15
7057,6,16,2
7057,10,4,10
7059,6,16,35
7063,10,4,1
7065,10,4,1
7068,6,16,1
7068,10,4,1
7069,10,4,14
7082,10,4,1
7088,6,16,44
7091,10,4,4
7092,10,4,1
7093,6,16,3
7093,10,4,4
7098,10,4,6
7110,6,16,3
7119,6,16,5
7120,6,16,3
7120,10,4,4
7125,6,16,12
7130,10,4,1
7131,10,4,1
7134,10,4,5
7146,6,16,5
7146,10,4,1
7150,10,4,4
7151,6,16,1
7152,10,4,1
7153,6,16,3
7153,10,4,8
7157,6,16,1
7160,10,4,5
7164,6,16,8
7168,10,4,6
7172,6,15,2
7172,6,16,9
7172,10,4,3
7178,6,16,3
7194,10,4,1
7204,10,4,11
7210,6,16,4
7211,10,4,6
7212,6,16,1
7213,10,4,1
7220,10,4,1
7223,10,4,1
7227,10,4,7
7228,10,4,5
7230,10,4,5
7235,10,4,12
7243,6,16,1
7244,10,4,4
7246,6,16,19
7246,10,4,7
7251,10,4,1
7252,6,16,1
7252,10,4,9
7255,6,16,5
7255,10,4,10
7257,6,16,8
7257,10,4,2
7266,10,4,1
7269,10,4,6
7273,10,4,1
7275,6,16,22
7275,10,4,9
7276,10,4,1
7283,6,16,13
7283,10,4,2
7288,10,4,2
7289,10,4,1
7291,6,16,10
7292,10,4,14
7293,10,4,2
7294,6,16,2
7294,10,4,3
7295,6,16,1
7304,6,16,5
7304,10,4,3
7308,10,4,7
7313,6,16,13
7313,10,4,8
7315,6,16,12
7318,6,16,2
7318,10,4,4
7320,10,4,10
7328,10,4,15
7335,6,16,21
7335,10,4,7
7338,6,16,1
7343,6,16,3
7343,10,4,3
7346,6,16,7
7346,10,4,8
7348,10,4,1
7350,6,16,17
7350,10,4,10
7352,6,16,1
7360,10,4,11
7364,6,16,3
7364,10,4,3
7371,6,16,2
7371,10,4,7
7372,10,4,1
7373,6,16,4
7373,10,4,4
7377,6,16,2
7384,6,16,10
7384,10,4,2
7389,6,16,1
7390,10,4,1
7393,10,4,8
7395,6,16,12
7395,10,4,6
7397,10,4,1
7413,10,4,9
7418,6,16,2
7418,10,4,1
7422,10,4,1
7426,6,15,1
7432,6,16,4
7432,10,4,1
7435,10,4,2
7438,10,4,1
7441,6,16,5
7441,10,4,8
7444,10,4,5
7448,10,4,1
7451,10,4,4
7460,6,16,1
7462,6,16,10
7466,6,16,1
7469,10,4,2
7471,6,16,11
7471,10,4,4
7474,10,4,3
7481,10,4,1
7489,10,4,1
7493,10,4,10
7500,10,4,2
7502,6,16,5
7517,6,16,2
7521,6,16,6
7522,6,16,1
7524,6,16,1
7525,10,4,9
7526,6,16,1
7528,6,16,5
7538,6,16,1
7538,10,4,4
7546,10,4,9
7553,10,4,8
7554,6,16,1
7554,10,4,4
7559,10,4,1
7561,10,4,2
7567,6,16,3
7567,10,4,1
7569,6,16,1
7572,6,16,2
7572,10,4,17
7574,6,16,2
7574,10,4,4
7590,6,16,1
7592,10,4,2
7593,6,16,2
7594,10,4,2
7595,6,16,5
7595,10,4,9
7597,10,4,6
7598,6,16,9
7598,10,4,4
7602,6,16,3
7612,6,16,1
7612,10,4,8
7625,6,16,1
7645,6,16,1
7645,10,4,5
7647,6,16,4
7649,6,16,2
7650,10,4,1
7653,6,16,1
7664,6,16,16
7664,10,4,5
7680,6,16,3
7682,10,4,6
7690,6,16,8
7690,10,4,7
7699,10,4,22
7708,6,16,8
7709,6,16,13
7709,10,4,16
7715,6,16,1
7717,10,4,2
7736,10,4,1
7737,10,4,4
7749,6,16,2
7749,10,4,13
7754,10,4,1
7755,6,14,1
7755,6,16,2
7756,6,16,1
7756,10,4,3
7775,6,16,6
7775,10,4,22
7778,10,4,4
7779,10,4,1
7785,10,4,1
7793,6,16,3
7793,10,4,10
7794,6,16,1
7795,6,16,1
7795,10,4,5
7801,6,16,2
7806,10,4,1
7813,6,16,7
7813,10,4,2
7815,6,16,1
7815,10,4,5
7819,10,4,1
7830,10,4,1
7838,10,4,14
7844,10,4,2
7858,10,4,3
7872,10,4,11
7874,10,4,1
7880,10,4,3
7884,10,4,5
7906,6,16,1
7909,10,4,1
7920,10,4,1
7925,10,4,1
7927,6,16,1
7927,10,4,2
7939,10,4,8
7944,10,4,12
7945,10,4,1
7955,10,4,10
7956,10,4,1
7962,6,16,8
7962,10,4,18
7967,10,4,16
7977,6,16,3
7983,10,4,1
7991,10,4,1
7993,10,4,1
8000,10,4,1
8019,6,16,2
8019,10,4,6
8026,6,16,18
8026,10,4,4
8035,6,16,14
8035,10,4,1
8036,10,4,8
8046,6,16,1
8048,10,4,2
8054,10,4,1
8060,6,16,3
8063,10,4,9
8068,6,16,3
8071,10,4,5
8081,10,4,8
8096,6,16,2
8096,10,4,7
8103,10,4,2
8104,10,4,5
8106,10,4,3
8109,10,4,3
8111,6,16,5
8123,10,4,3
8129,10,4,4
8144,6,16,1
8144,10,4,20
8152,6,16,2
8154,10,4,2
8157,10,4,13
8162,10,4,2
8163,10,4,1
8171,6,16,1
8171,10,4,4
8179,6,16,18
8179,10,4,7
8180,6,16,5
8180,10,4,25
8182,10,4,7
8185,6,16,11
8185,10,4,25
8190,6,16,1
8190,10,4,4
8199,10,4,1
8201,6,16,4
8208,6,16,1
8208,10,4,26
8209,6,16,11
8210,6,16,14
8215,6,16,14
8215,10,4,5
8219,10,4,5
8225,6,16,1
8225,10,4,17
8227,10,4,6
8230,10,4,8
8233,10,4,3
8236,10,4,1
8246,10,4,15
8253,10,4,1
8254,6,16,1
8254,10,4,1
8259,6,16,16
8259,10,4,20
8266,6,16,3
8267,6,16,8
8267,10,4,17
8282,10,4,19
8286,6,16,6
8289,10,4,2
8292,6,16,17
8292,10,4,8
8297,6,16,6
8297,10,4,10
8299,10,4,7
8301,6,16,32
8302,10,4,1
8314,10,4,4
8318,6,16,26
8318,10,4,10
8321,6,16,6
8323,6,16,1
8323,10,4,2
8330,6,16,6
8334,6,16,3
8335,10,4,1
8351,10,4,5
8352,6,16,23
8352,10,4,15
8356,6,16,2
8356,10,4,4
8362,6,16,10
8362,10,4,9
8365,10,4,1
8366,10,4,2
8374,6,16,2
8374,10,4,1
8378,10,4,1
8380,10,4,1
8383,6,16,6
8391,6,16,11
8391,10,4,11
8397,6,16,2
8397,10,4,4
8399,6,16,3
8401,6,16,1
8401,10,4,4
8403,10,4,11
8407,10,4,12
8408,6,16,3
8413,6,15,1
8413,6,16,5
8413,10,4,1
8419,10,4,1
8421,10,4,4
8423,10,4,1
8426,10,4,1
8429,10,4,1
8430,6,16,27
8430,10,4,10
8438,6,16,15
8438,10,4,12
8444,10,4,1
8450,6,16,10
8451,6,16,6
8451,10,4,1
8455,10,4,7
8456,10,4,3
8459,10,4,1
8468,6,16,2
8468,10,4,2
8469,6,16,4
8469,10,4,9
8482,6,16,12
8482,10,4,13
8483,6,16,2
8484,6,16,2
8491,6,16,2
8491,10,4,4
8493,10,4,7
8495,6,16,12
8495,10,4,8
8499,6,16,6
8499,10,4,27
8505,6,16,19
8505,10,4,2
8506,6,16,4
8506,10,4,18
8507,6,16,1
8507,10,4,3
8520,6,16,3
8520,10,4,1
8524,6,16,1
8528,6,16,3
8530,6,16,2
8531,6,16,2
8533,6,16,2
8536,6,16,16
8536,10,4,35
8538,6,16,1
8539,6,16,23
8539,10,4,17
8541,10,4,4
8552,6,16,12
8555,10,4,4
8557,6,16,5
8557,10,4,7
8559,10,4,3
8566,6,16,1
8566,10,4,1
8571,6,16,12
8571,10,4,13
8577,6,16,4
8577,10,4,3
8580,10,4,1
8582,6,16,15
8582,10,4,6
8588,10,4,9
8590,10,4,1
8595,6,16,2
8595,10,4,35
8599,6,16,3
8599,10,4,1
8610,6,16,2
8610,10,4,2
8615,10,4,3
8620,6,16,5
8625,6,16,1
8632,10,4,3
8645,10,4,4
8651,10,4,12
8655,6,16,1
8655,10,4,1
8660,10,4,10
8661,6,16,12
8674,10,4,2
8694,6,16,1
8694,10,4,6
8696,6,16,4
8704,10,4,7
8710,6,16,3
8710,10,4,3
8715,10,4,4
8720,6,16,6
8720,10,4,5
8724,10,4,6
8732,10,4,3
8738,10,4,5
8742,6,16,2
8745,10,4,1
8749,6,16,3
8749,10,4,7
8751,6,16,2
8760,6,16,1
8760,10,4,4
8768,10,4,1
8769,10,4,5
8774,6,16,3
8774,10,4,8
8779,10,4,11
8780,10,4,3
8781,10,4,1
8786,6,16,2
8786,10,4,3
8788,10,4,6
8790,6,16,6
8795,6,16,3
8796,6,16,3
8796,10,4,1
8804,10,4,9
8807,10,4,1
8808,10,4,4
8812,6,16,3
8812,10,4,4
8827,6,16,2
8827,10,4,5
8830,10,4,2
8833,10,4,1
8836,10,4,1
8847,6,16,3
8848,6,16,6
8848,10,4,1
8858,10,4,1
8859,10,4,7
8870,6,16,32
8870,10,4,1
8876,6,16,12
8886,10,4,1
8892,10,4,1
8898,6,16,2
8898,10,4,2
8916,10,4,6
8924,10,4,2
8928,10,4,1
8929,10,4,1
8936,10,4,5
8954,6,16,6
8964,6,16,6
8968,10,4,1
8975,6,16,10
8975,10,4,1
8992,6,16,3
8998,10,4,1
9005,6,16,1
9021,6,16,15
9021,10,4,6
9032,10,4,1
9038,6,16,3
9038,10,4,1
9039,6,16,2
9039,10,4,2
9041,6,16,2
9044,10,4,2
9050,10,4,17
9057,10,4,5
9071,6,16,4
9071,10,4,2
9072,6,16,5
9083,6,16,2
9083,10,4,1
9090,6,16,2
9090,10,4,1
9094,6,16,1
9094,10,4,16
9096,10,4,4
9099,10,4,19
9101,6,16,2
9101,10,4,3
9106,6,16,1
9113,10,4,1
9117,10,4,29
9119,6,16,2
9119,10,4,3
9120,6,16,2
9121,10,4,4
9135,10,4,3
9136,6,16,16
9136,10,4,12
9137,10,4,2
9140,10,4,1
9141,10,4,11
9147,10,4,2
9153,10,4,1
9161,6,16,19
9161,10,4,3
9177,10,4,5
9181,10,4,1
9182,10,4,1
9185,10,4,4
9190,6,16,4
9190,10,4,12
9192,10,4,2
9220,10,4,10
9224,10,4,8
9232,6,16,4
9234,6,16,3
9237,6,16,5
9237,10,4,9
9241,6,16,1
9250,6,16,1
9250,10,4,3
9252,10,4,4
9272,6,16,1
9272,10,4,2
9281,6,16,3
9282,6,16,1
9282,10,4,1
9287,6,16,6
9289,6,16,2
9289,10,4,7
9298,10,4,4
9303,6,16,13
9306,10,4,4
9307,10,4,2
9308,10,4,2
9311,10,4,1
9322,10,4,11
9323,6,16,1
9324,6,16,1
9325,6,16,3
9330,6,16,4
9330,10,4,1
9331,10,4,1
9336,10,4,2
9341,10,4,10
9345,6,16,3
9358,6,16,1
9360,10,4,6
9362,10,4,5
9366,6,16,2
9366,10,4,1
9383,10,4,7
9387,10,4,2
9392,10,4,1
9394,10,4,1
9405,10,4,2
9412,6,16,2
9412,10,4,10
9419,6,16,3
9419,10,4,4
9427,10,4,1
9430,10,4,4
9435,6,16,9
9435,10,4,1
9442,10,4,2
9455,10,4,9
9457,10,4,5
9460,6,16,6
9460,10,4,2
9479,10,4,5
9487,10,4,4
9492,6,16,2
9496,6,16,5
9512,6,16,3
9513,10,4,1
9517,10,4,9
9521,6,16,2
9540,6,16,4
9540,10,4,14
9541,6,16,2
9557,10,4,18
9574,6,16,2
9574,10,4,9
9578,10,4,1
9579,6,16,3
9579,10,4,2
9584,6,16,11
9587,6,16,22
9590,6,16,9
9590,10,4,5
9602,6,16,7
9602,10,4,3
9607,10,4,4
9611,6,16,1
9624,6,16,13
9624,10,4,3
9629,10,4,4
9631,6,16,1
9632,10,4,1
9647,6,16,7
9647,10,4,15
9658,10,4,1
9660,6,16,2
9663,10,4,2
9674,6,16,1
9674,10,4,3
9680,10,4,1
9684,6,16,2
9684,10,4,9
9685,6,16,8
9689,6,16,1
9692,6,16,17
9692,10,4,1
9698,6,16,1
9704,10,4,11
9707,10,4,1
9708,10,4,2
9719,6,16,18
9734,6,16,21
9734,10,4,12
9738,6,16,8
9747,10,4,12
9752,10,4,2
9760,6,16,2
9761,10,4,1
9766,6,16,5
9766,10,4,13
9773,10,4,1
9787,6,16,4
9794,6,16,1
9795,6,16,16
9795,10,4,13
9800,10,4,5
9802,10,4,2
9805,10,4,5
9808,6,16,3
9816,10,4,11
9820,6,16,5
9820,10,4,20
9832,6,16,2
9832,10,4,3
9833,10,4,7
9840,10,4,12
9841,6,16,8
9841,10,4,11
9843,6,16,1
9849,6,16,5
9849,10,4,11
9851,6,16,4
9851,10,4,4
9862,6,16,2
9862,10,4,4
9867,10,4,2
9868,10,4,1
9874,6,16,13
9874,10,4,9
9876,6,16,20
9876,10,4,12
9878,6,16,2
9878,10,4,1
9881,10,4,4
9886,6,16,1
9886,10,4,4
9900,6,16,15
9900,10,4,17
9903,10,4,10
9904,10,4,4
9915,10,4,2
9916,10,4,4
9923,6,16,23
9923,10,4,7
9925,10,4,5
9931,6,16,6
9934,10,4,2
9946,6,16,1
9946,10,4,5
9955,10,4,17
9964,6,16,4
9964,10,4,10
9972,6,16,12
9972,10,4,37
9974,10,4,4
9975,10,4,2
9993,6,16,2
9993,10,4,15
10005,10,4,3
10009,10,4,4
10023,6,16,10
10023,10,4,5
10030,6,16,2
10030,10,4,1
10042,10,4,1
10043,10,4,5
10065,10,4,10
10066,10,4,5
10068,10,4,6
10070,10,4,6
10071,10,4,1
10072,6,16,4
10077,10,4,3
10082,10,4,18
10085,6,16,1
10089,10,4,4
10097,6,16,5
10097,10,4,10
10099,6,16,7
10120,6,16,9
10135,6,16,3
10140,10,4,3
10142,10,4,12
10153,10,4,4
10155,10,4,3
10158,6,16,3
10159,6,16,1
10161,6,16,3
10169,10,4,1
10186,6,16,4
10195,10,4,1
10197,6,16,3
10201,10,4,4
10205,10,4,1
10207,10,4,5
10216,10,4,1
10219,6,16,2
10228,10,4,1
10238,6,16,1
10238,10,4,3
10239,6,16,19
10239,10,4,10
10252,10,4,5
10271,6,16,3
10274,6,16,1
10274,10,4,12
10275,6,16,8
10275,10,4,4
10276,10,4,8
10283,6,16,3
10283,10,4,1
10304,6,16,2
10304,10,4,9
10307,6,16,2
10307,10,4,3
10314,6,16,1
10314,10,4,11
10326,6,16,5
10326,10,4,1
10328,10,4,13
10329,10,4,15
10335,6,16,2
10335,10,4,20
10338,10,4,6
10344,10,4,1
10347,10,4,2
10355,6,16,2
10356,6,16,1
10356,10,4,16
10359,6,16,4
10359,10,4,8
10367,10,4,1
10371,6,16,3
10378,10,4,1
10382,10,4,4
10385,6,16,7
10385,10,4,2
10389,10,4,5
10392,6,16,6
10392,10,4,19
10403,10,4,8
10406,6,16,2
10409,6,16,11
10409,10,4,6
10410,6,16,9
10410,10,4,4
10425,10,4,5
10428,6,16,1
10428,10,4,24
10431,10,4,1
10434,6,16,4
10434,10,4,9
10439,10,4,2
10445,6,16,1
10445,10,4,3
10450,10,4,1
10455,10,4,1
10456,6,16,2
10456,10,4,23
10464,6,16,1
10476,10,4,4
10478,10,4,6
10482,6,16,19
10482,10,4,15
10487,6,16,2
10500,10,4,8
10504,10,4,1
10511,10,4,10
10513,10,4,5
10518,6,16,3
10518,10,4,1
10527,10,4,14
10528,10,4,1
10541,10,4,1
10544,10,4,2
10548,10,4,2
10558,10,4,11
10575,10,4,2
10590,6,16,8
10590,10,4,1
10593,10,4,1
10595,10,4,3
10613,10,4,1
10616,6,16,6
10616,10,4,2
10633,10,4,1
10699,6,16,13
10702,10,4,4
10703,6,16,1
10716,6,16,3
10716,10,4,8
10725,10,4,3
10737,10,4,1
10740,10,4,1
10745,10,4,1
10748,10,4,1
10749,10,4,4
10759,6,16,2
10760,6,16,2
10760,10,4,6
10765,10,4,2
10770,10,4,5
10773,10,4,9
10785,6,16,2
10785,10,4,1
10790,6,16,1
10790,10,4,1
10796,10,4,2
10806,6,16,1
10813,6,15,1
10813,6,16,6
10813,10,4,5
10826,10,4,8
10831,10,4,1
10833,6,16,3
10833,10,4,8
10847,6,16,4
10847,10,4,6
10853,6,16,1
10853,10,4,8
10875,10,4,3
10877,6,16,1
10877,10,4,3
10889,6,16,6
10894,10,4,1
10897,6,16,2
10908,6,16,2
10908,10,4,3
10920,10,4,1
10934,10,4,1
10937,10,4,7
10950,6,16,2
10953,6,16,5
10953,10,4,1
10958,6,16,1
10958,10,4,7
10959,6,16,3
10960,6,16,3
10962,10,4,2
10967,6,16,6
10967,10,4,2
10977,10,4,1
10982,10,4,2
10985,10,4,1
10991,6,16,2
10991,10,4,1
10998,6,16,2
11002,6,16,1
11002,10,4,4
11006,6,16,18
11006,10,4,1
11011,6,16,3
11020,6,16,2
11021,10,4,8
11024,6,16,1
11024,10,4,1
11031,10,4,1
11034,10,4,7
11036,6,16,3
11037,10,4,2
11039,10,4,3
11040,6,16,1
11040,10,4,5
11042,6,16,8
11042,10,4,17
11045,6,16,1
11045,10,4,1
11050,6,16,2
11050,10,4,1
11051,6,16,19
11051,10,4,15
11053,6,16,2
11057,6,16,13
11057,10,4,4
11072,10,4,1
11073,6,16,1
11073,10,4,1
11075,10,4,6
11081,10,4,8
11083,10,4,2
11089,10,4,6
11093,10,4,3
11102,6,16,2
11108,6,16,4
11108,10,4,6
11109,6,16,4
11109,10,4,7
11110,6,16,2
11110,10,4,16
11120,10,4,3
11126,10,4,12
11128,6,16,1
11130,10,4,1
11134,6,16,10
11134,10,4,16
11137,10,4,2
11141,10,4,2
11143,6,16,6
11143,10,4,8
11144,6,16,6
11144,10,4,4
11160,6,16,1
11160,10,4,2
11161,10,4,14
11163,6,16,2
11163,10,4,4
11173,6,16,1
11173,10,4,1
11174,10,4,7
11178,10,4,5
11185,6,16,22
11196,6,16,3
11196,10,4,2
11218,6,16,2
11221,6,16,26
11221,10,4,1
11222,6,16,2
11227,10,4,4
11228,10,4,3
11232,6,16,1
11245,6,16,7
11245,10,4,10
11250,10,4,1
11253,10,4,1
11255,6,16,6
11260,10,4,5
11265,10,4,1
11272,6,16,3
11272,10,4,3
11279,6,16,5
11279,10,4,4
11281,10,4,5
11282,6,16,1
11285,10,4,1
11287,10,4,2
11290,10,4,1
11302,10,4,1
11320,6,16,1
11320,10,4,5
11335,6,16,2
11347,6,16,11
11365,10,4,9
11370,6,16,8
11370,10,4,1
11379,10,4,4
11382,10,4,8
11409,10,4,1
11415,6,16,2
11421,10,4,1
11427,6,16,4
11427,10,4,19
11432,6,16,1
11432,10,4,1
11441,6,16,6
11448,10,4,4
11450,6,16,5
11450,10,4,5
11461,10,4,15
11467,6,16,4
11469,6,16,12
11474,10,4,2
11492,6,16,4
11492,10,4,10
11505,6,16,4
11505,10,4,8
11509,10,4,6
11519,10,4,2
11528,10,4,7
11537,6,16,2
11549,6,16,9
11549,10,4,12
11550,10,4,1
11567,6,16,4
11568,6,16,2
11568,10,4,12
11574,10,4,10
11587,10,4,1
11591,6,16,1
11591,10,4,1
11594,10,4,3
11599,6,16,2
11607,6,16,4
11607,10,4,15
11608,10,4,6
11632,10,4,6
11642,6,16,14
11643,10,4,4
11644,10,4,14
11645,6,16,2
11645,10,4,3
11651,6,16,6
11667,6,16,5
11668,10,4,1
11671,6,16,1
11675,6,16,7
11678,10,4,1
11691,10,4,1
11694,6,16,1
11694,10,4,5
11698,6,16,5
11698,10,4,2
11709,6,16,6
11709,10,4,2
11716,6,16,5
11716,10,4,3
11742,6,16,2
11744,6,16,1
11746,10,4,2
11751,10,4,17
11752,6,16,3
11774,10,4,2
11777,6,16,19
11777,10,4,5
11782,10,4,4
11786,6,16,1
11786,10,4,3
11797,6,16,12
11797,10,4,4
11806,10,4,1
11814,10,4,2
11820,10,4,5
11825,6,16,11
11825,10,4,3
11827,6,16,10
11827,10,4,2
11829,10,4,1
11834,10,4,4
11837,6,16,1
11837,10,4,2
11848,10,4,8
11849,10,4,1
11851,10,4,1
11865,6,16,6
11870,6,16,1
11871,10,4,7
11881,10,4,12
11884,6,16,1
11889,10,4,2
11898,10,4,2
11901,6,15,1
11902,6,16,5
11905,6,16,9
11905,10,4,1
11908,10,4,18
11909,10,4,1
11915,10,4,8
11924,6,16,4
11924,10,4,4
11926,10,4,7
11932,10,4,1
11936,10,4,6
11938,6,16,37
11944,6,16,1
11944,10,4,5
11947,10,4,9
11957,6,16,2
11957,10,4,1
11965,6,16,2
11965,10,4,7
11967,6,16,5
11967,10,4,1
11968,6,16,1
11968,10,4,3
11973,10,4,1
11975,10,4,1
11977,10,4,8
11991,6,16,1
11997,6,16,3
11997,10,4,2
12004,10,4,5
12020,10,4,4
12031,10,4,14
12035,10,4,1
12037,10,4,15
12051,10,4,5
12058,10,4,6
12059,10,4,4
12062,6,16,4
12070,6,16,1
12070,10,4,4
12076,6,16,2
12076,10,4,12
12086,10,4,1
12087,6,16,1
12091,10,4,6
12100,10,4,10
12103,10,4,6
12117,10,4,19
12118,10,4,13
12129,6,16,5
12129,10,4,2
12131,10,4,1
12134,6,16,3
12134,10,4,8
12140,10,4,6
12144,10,4,1
12148,6,16,10
12148,10,4,16
12164,10,4,1
12167,6,16,1
12167,10,4,1
12171,6,16,1
12188,6,16,2
12191,6,16,1
12191,10,4,5
12197,10,4,7
12200,10,4,2
12211,10,4,4
12213,6,16,12
12213,10,4,10
12214,6,16,14
12237,10,4,5
12262,6,16,1
12266,10,4,1
12271,6,16,1
12272,10,4,5
12274,6,16,1
12281,10,4,5
12284,6,16,1
12284,10,4,1
12315,6,16,4
12315,10,4,1
12321,10,4,2
12327,10,4,6
12333,10,4,1
12342,10,4,2
12350,10,4,2
12354,10,4,1
12364,6,16,1
12364,10,4,9
12379,10,4,9
12402,10,4,7
12410,6,16,26
12425,6,16,1
12429,6,16,6
12429,10,4,1
12432,10,4,1
12450,6,16,12
12450,10,4,8
12452,6,16,16
12457,10,4,2
12461,6,15,1
12461,10,4,11
12465,10,4,4
12470,6,15,1
12470,10,4,3
12474,10,4,3
12479,6,16,40
12479,10,4,7
12486,10,4,4
12491,6,16,18
12491,10,4,3
12495,10,4,1
12499,10,4,8
12500,10,4,1
12505,6,16,14
12505,10,4,6
12506,6,16,11
12506,10,4,11
12507,10,4,5
12524,6,16,18
12524,10,4,11
12531,10,4,2
12534,10,4,8
12540,6,16,6
12540,10,4,6
12545,10,4,1
12548,6,16,2
12548,10,4,5
12550,10,4,1
12555,10,4,1
12560,6,16,4
12562,10,4,1
12584,10,4,3
12610,10,4,7
12625,10,4,1
12649,6,16,1
12654,6,16,8
12654,10,4,2
12661,10,4,1
12664,10,4,2
12674,6,16,2
12674,10,4,1
12700,10,4,3
12704,10,4,10
12708,10,4,1
12711,6,16,1
12716,10,4,7
12747,6,16,2
12747,10,4,1
12762,6,16,5
12775,10,4,1
12787,6,16,4
12788,6,16,6
12790,10,4,26
12805,10,4,4
12806,6,16,5
12810,6,16,1
12810,10,4,12
12814,6,16,6
12822,10,4,4
12825,6,16,11
12828,10,4,7
12830,6,16,2
12835,10,4,1
12840,10,4,13
12843,10,4,1
12844,10,4,11
12862,6,16,6
12862,10,4,1
12872,6,16,1
12872,10,4,8
12874,6,16,3
12879,6,16,5
12880,10,4,2
12884,10,4,1
12893,6,15,1
12893,6,16,15
12898,6,16,4
12913,10,4,1
12916,10,4,8
12919,10,4,1
12920,6,16,1
12924,6,16,5
12933,10,4,5
12934,10,4,2
12938,10,4,3
12940,10,4,1
12942,6,16,3
12948,6,16,25
12952,6,16,1
12955,6,15,2
12956,10,4,12
12957,6,16,1
12958,10,4,6
12960,6,16,1
12971,6,16,18
12988,6,16,1
12988,10,4,10
12997,10,4,2
13001,6,16,21
13002,10,4,1
13012,6,16,5
13014,6,16,5
13016,10,4,10
13019,6,16,2
13020,10,4,5
13026,10,4,7
13027,10,4,1
13033,10,4,9
13034,6,16,11
13048,10,4,21
13056,10,4,2
13067,10,4,1
13073,6,16,10
13078,6,16,1
13082,10,4,8
13091,10,4,14
13096,10,4,2
13100,10,4,1
13102,10,4,8
13104,6,16,37
13112,6,16,4
13121,6,16,14
13121,10,4,8
13126,6,16,2
13130,10,4,1
13134,10,4,1
13135,6,16,16
13147,10,4,5
13165,10,4,6
13176,10,4,6
13177,6,16,4
13177,10,4,9
13195,6,16,2
13208,10,4,1
13209,6,16,7
13209,10,4,6
13212,6,16,10
13219,6,16,1
13226,10,4,2
13229,10,4,8
13255,10,4,5
13264,6,16,4
13264,10,4,3
13270,6,16,1
13270,10,4,12
13283,10,4,11
13284,10,4,8
13285,10,4,8
13287,10,4,2
13304,10,4,11
13307,10,4,6
13308,10,4,4
13310,10,4,1
13313,10,4,4
13325,10,4,4
13333,6,16,4
13333,10,4,1
13334,6,16,1
13340,10,4,2
13346,6,16,2
13346,10,4,1
13349,6,16,2
13368,6,16,7
13370,6,16,8
13370,10,4,2
13374,10,4,1
13385,10,4,3
13392,6,16,9
13392,10,4,2
13396,10,4,1
13397,10,4,15
13402,10,4,1
13412,6,16,5
13412,10,4,2
13427,10,4,11
13430,6,16,1
13437,6,16,2
13447,10,4,3
13453,10,4,6
13456,10,4,1
13457,6,16,4
13459,6,16,11
13459,10,4,1
13467,10,4,2
13473,10,4,1
13475,6,16,12
13475,10,4,3
13479,10,4,2
13481,10,4,1
13483,10,4,3
13487,10,4,1
13488,10,4,2
13492,10,4,3
13496,10,4,1
13504,10,4,1
13510,6,16,9
13510,10,4,8
13516,6,16,7
13522,10,4,6
13537,10,4,1
13539,10,4,1
13540,10,4,3
13552,10,4,2
13559,10,4,6
13573,6,16,9
13573,10,4,17
13578,10,4,3
13579,10,4,1
13591,10,4,1
13597,6,16,88
13597,10,4,7
13608,6,16,15
13631,6,16,1
13631,10,4,1
13633,10,4,1
13634,6,16,70
13634,10,4,29
13637,10,4,7
13639,6,16,15
13647,6,16,11
13657,10,4,1
13666,10,4,1
13669,6,16,13
13669,10,4,6
13671,6,16,7
13674,10,4,6
13679,10,4,1
13684,10,4,7
13686,10,4,1
13703,10,4,1
13706,10,4,1
13710,6,16,7
13712,10,4,6
13714,6,16,8
13714,10,4,1
13716,10,4,1
13718,10,4,1
13719,10,4,4
13727,10,4,10
13730,6,16,6
13730,10,4,4
13732,10,4,6
13737,6,16,7
13737,10,4,3
13739,10,4,5
13743,10,4,1
13746,6,16,9
13751,10,4,1
13756,6,16,12
13756,10,4,3
13762,10,4,13
13784,6,16,16
13785,6,16,3
13791,10,4,6
13802,6,16,1
13802,10,4,11
13803,10,4,4
13812,6,16,1
13812,10,4,1
13839,10,4,1
13861,10,4,1
13869,10,4,1
13871,10,4,10
13885,10,4,5
13886,6,16,6
13886,10,4,11
13887,6,16,1
13887,10,4,12
13900,10,4,3
13901,10,4,9
13909,6,16,2
13912,10,4,2
13918,6,16,3
13923,6,16,1
13936,6,16,6
13941,6,16,3
13941,10,4,1
13942,6,16,3
13942,10,4,1
13956,10,4,11
13957,6,16,3
13957,10,4,20
13958,10,4,1
13959,6,16,3
13959,10,4,5
13963,6,16,4
13963,10,4,6
13968,6,16,4
13969,6,16,8
13969,10,4,5
13974,6,16,3
13974,10,4,6
13984,6,16,13
13984,10,4,7
13986,6,16,3
13986,10,4,9
13990,6,16,6
13993,10,4,12
14006,10,4,7
14015,6,16,1
14015,10,4,1
